industry,time,staff,process_1,process_2,process_3,process_4,process_5,process_6,process_7,process_8,process_9,process_10,process_11,COD,pH,water,N,P,NH3N,Cr6,Cr,Fe,Cu ,Ni,Zn,HW17,HWsum
3360,202201,3,0,1,0,0,0,0,0,0,1,0,1,0.425335572,7.473833334,18.292,0.083898442,0.001323363,0.008505599,5.98E-05,0.000306076,0.011157739,0.000685004,0.000277658,0.002071495,8.185,9.752
3360,202012,3,1,0,1,1,0,0,0,0,0,0,1,1335.457,7.306666667,40365.2,185.1398088,2.920282257,18.76941762,0.132016328,0.675421247,24.62193141,1.511608499,0.612711029,17.578,34.044,34.044
3360,202109,3,1,0,1,1,0,0,0,0,0,0,1,378.176,7.424166667,25253.412,115.827789,1.826996794,11.7425861,0.082592498,0.422559309,15.40405543,0.945697586,0.383326332,14.407,59.633,59.633
3360,202204,3,1,0,1,1,0,0,0,0,0,0,1,368.6002,7.413,3095,14.195587,0.223912518,1.439144301,0.010122346,0.051787896,1.887885548,0.115902518,0.046979592,0.350496259,22.47,28.61
3360,202112,3,1,0,1,1,0,0,0,0,0,0,1,1142.9214,7.425263935,5895.177,27.0389331,0.426495615,2.741198832,0.01928046,0.098642588,3.595935205,0.220764412,0.001,0.667605004,30.46,38.78
3360,202109,3,1,0,1,1,0,0,0,0,0,0,1,398.12,7.434333333,5721.439,26.24206303,0.413926273,2.660412385,0.018712241,0.095735472,3.489958643,0.214258218,0.086846808,0.647929877,36.44,47.6989
3360,202111,3,1,0,1,1,0,0,0,0,0,0,1,1198.1019,7.135,5933.485,27.21463732,0.429267066,2.759011672,0.019405748,0.099283587,3.619302287,0.222198982,0.090065495,0.67194323,36.81,52.1582
3982,202208,5,1,1,1,1,0,0,0,0,1,1,1,2190.615627,7.030322581,24173,154.018941,2.407936042,377.551975,0,0,0,1.351815,0.005577512,0,11.94,62.6107
3982,202008,5,1,1,1,1,0,0,0,0,1,1,1,15577.97266,7.408064516,86698,552.3987153,8.636215568,1189.707227,0,0,0,1.495585288,0.020004099,0,1.94,533.899
3982,202108,5,1,1,1,1,0,0,0,0,1,1,1,14158.22,7.512258065,88009,560.7517882,8.766807723,1411.31,0,0,0,1.653288,0.020306591,0,58.12,547.285
3982,202012,5,1,1,1,1,0,0,0,0,1,1,1,14460.84831,7.19,65825,419.405816,6.557001197,1022.822101,0,0,0,1.135515255,0.015188007,0,73.96,780.3887
3982,202005,5,1,1,1,1,0,0,0,0,1,1,1,14458.3887,7.733225806,78265,498.6676215,7.796182281,1213.399349,0,0,0,1.350111681,0.018058327,0,27.685,836.2505
3982,202201,5,1,1,1,1,0,0,0,0,1,0,0,471.803704,7.435822714,27628,176.0325694,1.439507138,11.83106058,0,0,0,0.232532131,0.793906103,0,33.316,210.332
3982,202206,5,1,1,1,1,0,0,0,0,1,0,0,356.691473,7.226,27208,173.3565278,1.975986,10.601399,0,0,0,0.188614,0.837976,0,80.454,264.081
3982,202203,5,1,1,1,1,0,0,0,0,1,0,0,563.750393,7.514516129,33952,216.3261111,1.65358,28.110561,0,0,0,0.376726,0.870404,0,38.916,270.859
3982,202211,5,1,1,1,1,0,0,0,0,1,0,0,699.997811,7.293,31441.80024,200.3323036,1.145984,25.212229,0,0,0,0.174577,0.350859,0,131.358,306.237
3982,202012,5,1,1,1,1,0,0,0,0,1,0,0,113.244394,7.304932806,27815,177.2240451,1.449250436,11.91113907,0,0,0,0.234106024,0.799279653,0,47.301,311.2098
3982,202009,5,1,1,1,1,0,0,0,0,1,0,0,69.11565,7.524333333,26089,166.2267882,1.359320317,11.17201895,0,0,0,0.219579078,0.749682073,0,68.669,298.6774
3982,202002,5,1,1,1,1,0,0,0,0,1,1,0,1812.096889,7.408580645,85529,408.7382861,2.269237651,73.999862,0,0,0,4.14319,0.653942861,0,0,913.559
3982,202208,5,1,1,1,1,0,0,0,0,1,1,0,2325.051158,7.52483871,109653,524.0255268,2.909290605,109.436276,0,0,0,10.218425,0.838391616,0,0,1276.2336
3982,202107,5,1,1,1,1,0,0,0,0,1,1,0,3161.45244,7.408580645,131999,630.8158054,3.502170032,123.42353,0,0,0,8.647746,1.00924603,0,0,1744.3462
3982,202010,5,1,1,1,1,0,0,0,0,1,1,0,2854.15443,7.408580645,131382,627.8671971,3.485799916,132.174585,0,0,0,9.745942,1.004528534,0,0,1908.203
3982,202204,5,1,1,1,1,0,0,0,0,1,1,0,2946.698439,7.368333333,125979,602.0465636,3.342448643,75.691122,0,0,0,17.461261,0.963217946,0,0,2025.5174
3982,202207,5,1,1,1,1,0,0,0,0,1,1,0,3066.263109,7.472258065,157522,752.7887886,4.179340963,285.536841,0,0,0,17.144667,1.204391345,0,0,2033.9899
3982,202112,5,1,1,1,1,0,0,0,0,1,1,0,1923.460166,7.408580645,130848,625.3152411,3.471631939,38.381592,0,0,0,15.950074,1.000445644,0,0,2191.7648
3982,202210,4,1,1,1,1,0,0,0,0,1,1,0,591.793,7.493988095,13891.709,88.51140977,1.383789632,3.32,0,0,0,0.837867945,0.106214079,0,0,93.713
3982,202109,4,1,1,1,1,0,0,0,0,1,1,0,763.79,7.493988095,14921.79,95.07459948,1.486398707,3.92,0,0,0,0.899996503,0.114089935,0,0,470.0658
3982,202112,4,1,1,1,1,0,0,0,0,1,1,0,1649.82,7.493988095,27344.32,174.2250944,2.723839559,196.52,0,0,0,1.649252026,0.209070875,0,0,490.4788
3982,202204,4,1,1,1,1,0,0,0,0,1,0,0,1104.714459,7.666521739,26868.794,171.1952673,2.676471165,53.58460371,0,0,0,11.12044463,0.205435069,0,0,187.5997
3982,202201,4,1,1,1,1,0,0,0,0,1,0,0,764.4135425,7.666521739,18592.017,118.4595528,1.851999662,37.07817564,0,0,0,7.694855809,0.142151981,0,0,212.638
3982,202202,4,1,1,1,1,0,0,0,0,1,0,0,708.0625588,7.666521739,17221.452,109.7269598,1.715474081,34.3448493,0,0,0,7.12760697,0.131672831,0,0,375.674
3982,202109,1,0,0,0,1,0,0,0,0,0,1,1,1.28,7.493988095,21.534,0.137204479,0.002145058,0.025,0,0,0,0.001298807,0.000164646,0,0,13.322
3982,202205,2,0,0,1,1,0,0,0,0,1,1,1,107.1,7.493988095,1469.41,9.362386632,0.146371791,0.718,0,0,0,0.088626355,0.011234905,0,0,5.74
3982,202011,2,0,0,1,1,0,0,0,0,1,1,1,26235.6,7.493988095,58748.29,374.3163616,5.852071521,667.07,0,0,0,3.543358778,0.44918127,0,0,9.69
3982,202111,2,0,0,1,1,0,0,0,0,1,1,1,163.2,7.493988095,1330.51,8.477381424,0.132535597,3.075,0,0,0,0.080248707,0.010172895,0,0,15.78
3982,202206,4,1,1,1,1,0,0,0,0,1,0,0,0.026,7.493988095,0.519,0.003306823,5.17E-05,0.001,0,0,0,3.13E-05,3.97E-06,0,0,10.67
3982,202202,4,1,1,1,1,0,0,0,0,1,0,0,0.046,7.493988095,0.89,0.00567066,8.87E-05,0.005895748,0,0,0,5.37E-05,6.80E-06,0,0,11.14
3982,202107,4,1,1,1,1,0,0,0,0,1,0,0,0.006,7.493988095,0.908,0.005785347,9.04E-05,0.029,0,0,0,5.48E-05,6.94E-06,0,8.34,21.98
3982,202111,3,0,0,0,1,0,0,0,0,0,0,0,50.2,7.493988095,694.42,4.424516319,0.069173001,0.5,0,0,0,0.041883418,0.005309439,0,0,11.718
3982,202111,5,1,1,1,1,0,0,0,0,1,1,0,806.615615,7.515333333,35611,226.8964757,3.547305273,10.108347,0,0,0,2.147850591,0.272276763,0,89.6485,316.6467
3982,202001,5,1,1,1,1,0,0,0,0,1,1,0,952.166057,7.508784947,34685,220.996441,3.45506398,42.123915,0,0,0,2.0919996,0.265196695,0,104.912,516.5621
3982,202106,5,1,1,1,1,0,0,0,0,1,1,0,923.590492,7.508784947,37260,237.403125,3.711566496,9.513243,0,0,0,2.247308782,0.284884788,0,197.64,672.2212
3982,202207,5,0,0,1,0,0,0,0,0,0,0,0,740.027,7.541967213,57472,366.1844444,5.72493692,63.495,0,0,0,2.7581,0.0334,0,29.47,485.034
3982,202110,5,0,0,1,0,0,0,0,0,0,0,0,2527.852242,7.493469655,98825.448,629.6690871,9.844262527,157.012847,0,0,0,5.0808,0.0019,0,38.22,572.281
3982,202212,5,0,0,1,0,0,0,0,0,0,0,0,1341.2243,7.362096774,57027,363.3491146,5.680609301,68.2453,0,0,0,8.0237,0.0011,0,40.688,611.845
3982,202204,1,0,0,0,1,0,0,0,0,0,1,0,7.1952,7.949333333,276.7735,1.763470043,0.027570136,0.0052,0,0,0,0.016693385,0.002116172,0,0,8
3982,202001,5,1,1,1,1,0,0,0,0,1,1,1,13424.44,7.030769231,112044.64,713.8955361,11.16106097,1400.686881,0,0,0,6.757887908,0.856677764,0,21.7,404.815
3982,202212,5,1,1,1,1,0,0,0,0,1,1,1,8376.5,7.627419355,59243,377.4684201,5.901350884,623.017,0,0,0,3.573196838,0.452963754,0,39.047,489.0225
3982,202207,5,1,1,1,1,0,0,0,0,1,1,1,11968.6,7.588709677,82655,526.6386285,8.233481716,1071.77,0,0,0,4.98527395,0.631968656,0,19.237,567.0215
3982,202004,5,1,1,1,1,0,0,0,0,1,1,1,13982.98,7.46,149735.9,954.0464462,14.91558641,1871.870986,0,0,0,9.031207812,1.144859906,0,2.18,1799.0138
3982,202204,5,1,1,1,1,0,0,0,0,1,0,0,1069.63256,7.994827586,68973,439.4633854,6.870581748,68.884169,0,0,0,4.160054445,0.527357983,0,42.56,705.038
3982,202210,5,1,1,1,1,0,0,0,0,1,0,0,700.49753,7.762857143,51407,327.5411285,5.120786335,14.117941,0,0,0,3.100574411,0.393050786,0,96.72,1820.093
3982,202202,5,1,1,1,1,0,0,0,0,1,0,0,1785.04762,8.012692308,85216,542.9561111,8.488589654,112.235747,0,0,0,5.139738733,0.651549707,0,97.083,2222.914
3982,202112,5,1,1,1,1,0,0,0,0,1,0,0,1776.739028,7.709440871,108199,689.392934,10.77798667,48.978994,0,0,0,6.525941034,0.827274534,0,154.261,2835.494
3982,202207,4,0,1,1,0,0,0,0,0,0,0,0,25.17624,7.194193548,1075,6.849392361,0.107083574,2.143879215,0,0,0,0.064837814,0.008219301,0,0.597,4.306
3982,202211,4,0,1,1,0,0,0,0,0,0,0,0,39.243113,7.645,1504,9.582777778,0.149817392,2.999436595,0,0,0,0.090712625,0.011499375,0,1.2665,5.8775
3982,202108,4,0,1,1,0,0,0,0,0,0,0,0,66.192091,7.451612903,2388,15.21520833,0.237874954,4.762403317,0,0,0,0.144030418,0.018258317,0,0,6.451
3982,202011,4,0,1,1,0,0,0,0,0,0,0,0,1.02987,7.986666667,110,0.700868056,0.010957389,0.219373687,0,0,0,0.006634567,0.000841045,0,7,14.629
3982,202208,4,1,1,1,1,0,0,0,0,1,1,1,557.842,7.423870968,32556.17,207.4325415,3.243005631,33.75084,0,0,0,0.355537,0.248919956,0,0.714,307.037
3982,202211,4,1,1,1,1,0,0,0,0,1,1,1,631.277,7.451,34035.9,216.8606823,3.390405424,39.23327,0,0,0,0.220955,0.260233767,0,5.4,358.742
3982,202112,4,1,1,1,1,0,0,0,0,1,1,1,395.732,7.487741935,23827.3,151.8163038,2.373499956,28.4567,0,0,0,0.627479,0.182180228,0,46.05,541.592
3982,202205,4,1,1,1,1,0,0,0,0,1,1,1,431.3547,7.400967742,33046.66,210.5577122,3.291864629,14.548546,0,0,0,0.38051,0.252670175,0,3.516,615.322
3982,202204,4,1,1,1,1,0,0,0,0,1,1,1,523.656,7.254666667,32240.2,205.4193299,3.211531029,16.56499,0,0,0,1.270448,0.246504094,0,51.37,694.178
3982,202208,2,1,1,1,1,0,0,0,0,1,0,0,10.39,7.88,377.61,2.405952604,0.037614724,1.518,0,0,0,0.022775262,0.002887154,0,0,1.29
3982,202109,2,1,1,1,1,0,0,0,0,1,0,0,1.4,7.514041633,357.4,2.277184028,0.035601553,0.692,0,0,0,0.021556311,0.002732631,0,0,1.492
3982,202201,2,1,1,1,1,0,0,0,0,1,0,0,13.14,7.28,375.95,2.395375868,0.037449367,1.085,0,0,0,0.022675141,0.002874462,0,0,1.6025
3982,202203,2,1,1,1,1,0,0,0,0,1,0,0,66.5,7.88,574.42,3.659932986,0.057219485,4.894,0,0,0,0.034645709,0.004391936,0,0,6.533
3982,202011,2,1,1,1,1,0,0,0,0,1,0,0,45.71,7.88,703.63,4.48319809,0.070090433,4.846,0,0,0,0.042438912,0.005379857,0,0,16.4
3982,202212,2,1,1,1,1,0,0,0,0,1,0,0,30.14,7.88,367.43,2.341090451,0.036600668,1.557,0,0,0,0.022161263,0.002809319,0,0,27.5815
3982,202212,4,1,1,1,1,0,0,0,1,1,0,1,296.924433,7.493988095,6441.22376,41.04043611,0.641627222,12.84577278,0,0,0,0.38849755,0.049248703,0,0,3.9395
3982,202203,4,1,1,1,1,0,0,0,1,1,0,1,1.946644,7.493988095,214.4977,1.366678054,0.021366679,0.427774103,0,0,0,0.012937267,0.00164002,0,0.61,4.376
3982,202002,5,1,1,1,1,0,0,0,0,1,1,0,855.372002,7.493988095,6670,42.49809028,0.664416225,2.516264068,0,0,0,1.319789756,0.003360299,0,0,224.76
3982,202003,5,1,1,1,1,0,0,0,0,1,1,0,639.890881,7.493988095,11375,72.47612847,1.133093636,4.29122995,0,0,0,2.250765889,0.005730646,0,10.38,439.65
3982,202111,5,1,1,1,1,0,0,0,0,1,1,0,512.334409,7.493988095,13358,85.11086806,1.330625476,22.405802,0,0,0,3.428509,0.002407,0,6.99,500.77
3982,202010,5,1,1,1,1,0,0,0,0,1,1,0,881.87724,7.493988095,10491,66.84369792,1.045036074,3.95774008,0,0,0,2.075849226,0.005285293,0,1.86,510.89
3982,202007,5,1,1,1,1,0,0,0,0,1,1,0,813.533547,7.493988095,13342,85.00892361,1.329031674,5.033282637,0,0,0,2.639975252,0.006721606,0,1,561.85
3982,202108,5,1,1,1,1,0,0,0,0,1,1,0,571.086608,7.493988095,10586,67.44899306,1.054499273,5.492486,0,0,0,3.244293,0.005333153,0,2.93,579.66
3982,202106,5,1,1,1,1,0,0,0,0,1,1,0,634.828299,7.493988095,12128,77.27388889,1.208101945,4.575299942,0,0,0,2.399761644,0.006110002,0,7.54,1122.4012
3982,202112,4,1,1,1,1,0,0,0,0,1,1,0,696.34,7.52516129,24350.9656,155.1528537,2.425663663,48.56328281,0,0,0,1.14345,0.186184103,0,2593.5825,2723.3595
3982,202107,4,1,1,1,1,0,0,0,0,1,1,0,439.15,7.344516129,18242.23,116.2308752,1.817156459,36.38059324,0,0,0,0.28,0.139477558,0,2786.512,2883.472
3982,202111,4,1,1,1,1,0,0,0,0,1,1,0,538.379,7.447,18301.27,116.6070502,1.823037589,36.49833708,0,0,0,0.62452,0.13992897,0,2811.976,2973.7515
3982,202109,4,1,1,1,1,0,0,0,0,1,1,0,338.77,7.505925926,16826.43,107.2100661,1.676124902,33.55705446,0,0,0,0.58,0.128652548,0,3584.906,3716.882
3982,202203,5,1,1,1,1,0,0,0,0,1,0,0,3659.45,7.493988095,26653,169.8203299,2.654975357,53.15424439,0,0,0,1.607555582,0.203785138,0,210.32,795.6695
3982,202010,4,1,1,1,1,0,0,0,0,1,1,1,1163.31,7.493988095,5221.19,33.26695712,0.520096454,85.51,0,0,0,0.77,0.41,0,182.94,406.08
3982,202007,4,1,1,1,1,0,0,0,0,1,1,1,916.37,7.493988095,4667.28,29.73770417,0.464920023,40.46,0,0,0,0.6,0.18,0,193.83,413.02
3982,202204,4,1,1,1,1,0,0,0,0,1,1,1,2340.44,7.493988095,15968.11,101.7412564,1.590625391,78.58,0,0,0,2.16,0.37,0,331.19,585.7555
3982,202209,4,1,1,1,1,0,0,0,0,1,1,1,4530.38,7.493988095,20325.92,129.5071639,2.024718295,328.5,0,0,0,3.46,1.14,0,345.553,700.768
3982,202212,4,1,1,1,1,0,0,0,0,1,1,1,3255.91,7.493988095,24102.05,153.5668811,2.400868526,245.82,0,0,0,4.25,0.137,0,390.637,727.789
3982,202107,4,1,1,1,1,0,0,0,0,1,1,1,386.1,7.493988095,2741.36,17.46665139,0.273074072,34.03,0,0,0,0.57,0.39,0,437.434,747.1325
3982,202111,5,1,1,1,1,0,0,0,0,1,0,0,9354.06571,7.493988095,42088,268.1648611,2.530211,194.690033,0,0,0,10.497239,0.180545,0,21.98,515.048
3982,202206,4,1,1,1,1,0,0,0,0,1,0,0,138.36328,6.974666667,7496,47.76097222,0.822526,3.640704,0,0,0,2.172779,0.057313375,0,0,69.804
3982,202208,4,1,1,1,1,0,0,0,0,1,0,0,147.74825,7.44483871,7198,45.86225694,0.653189,3.648035,0,0,0,0.70585,0.055034909,0,0,112.72
3982,202008,4,1,1,1,1,0,0,0,0,1,0,0,114.195192,7.61,4923,31.36703125,0.317392544,2.553772214,0,0,0,0.483773027,0.037640575,0,0,237.98
3982,202009,4,1,1,1,1,0,0,0,0,1,0,0,198.724724,7.554814815,8837,56.30519097,0.569733479,4.584132655,0,0,0,0.86839371,0.067566475,0,0,239.15
3982,202108,4,1,1,1,1,0,0,0,0,1,0,0,224.331789,6.885,11010,70.15052083,0.709829761,5.711361382,0,0,0,1.081929925,0.084180932,0,0,247.037
3982,202204,2,1,1,1,1,0,0,0,0,1,1,0,477.936,8.035,4654.2,29.65436458,0.46361709,1.50978,0,0,0,0.280714561,0.035585367,0,9.652,701.982
3982,202202,2,1,1,1,1,0,0,0,0,1,1,0,247.548,7.909583333,6118,38.98100694,0.609430054,2.768624,0,0,0,0.369002553,0.046777379,0,17.228,868.934
3982,202110,2,1,1,1,1,0,0,0,0,1,1,0,574.868,8.058709677,8618,54.90982639,0.858461623,0.421971,0,0,0,0.519788167,0.065892032,0,12.693,937.769
3982,202209,2,1,1,1,1,0,0,0,0,1,1,0,1240.757,7.645,7624,48.57652778,0.759446671,3.7666,0,0,0,0.459835807,0.058292046,0,22.37,940.404
3982,202212,2,1,1,1,1,0,0,0,0,1,1,0,528.451,7.892580645,6908,44.01451389,0.68812403,0.727045,0,0,0,0.416650807,0.052817609,0,13.518,974.153
3982,202006,2,1,1,1,1,0,0,0,0,1,1,0,1096.349,7.888888889,11444.1,72.91640104,1.139976869,1.987921736,0,0,0,0.690242255,0.0875,0,167.076,1046.947
3982,202208,2,1,1,1,1,0,0,0,0,1,1,0,586.627,7.432903226,7971.34,50.78961424,0.794046121,1.110808,0,0,0,0.480785357,0.060947759,0,21.752,1145.638
3982,202107,2,1,1,1,1,0,0,0,0,1,1,0,297.169,7.944444444,11595.1,73.87850174,1.155018376,2.014151512,0,0,0,0.699349706,0.088654525,0,25.841,1213.273
3982,202012,2,1,1,1,1,0,0,0,0,1,1,0,1098.44,7.874193548,17617.8,112.2523021,1.754955347,3.060337428,0,0,0,1.062604312,0.134703253,0,109.58,1213.841
3982,202002,4,1,1,1,1,0,0,0,1,1,1,1,60.772,7.305297767,2413.489,15.3776122,0.922008266,8.078,0,0,0,0.020471548,0.013812436,0,0,66.08
3982,202212,4,1,1,1,1,0,0,0,1,1,1,1,118.507255,7.38,3493.64182,22.2598359,1.334651468,8.122944,0,0,0,0.029633553,0.019994168,0,0,158.31
3982,202203,4,1,1,1,1,0,0,0,1,1,1,1,261.731,7.249526935,11104.37,70.75180191,4.242124547,114.165,0,0,0,0.094188802,0.063550488,0,18.72,341.6
3982,202006,4,1,1,1,1,0,0,0,1,1,1,1,778.758,7.305297767,28085.632,178.9483844,10.7293569,222.363,0,0,0,0.238226215,0.160734524,0,63.14,359.33
3982,202005,4,1,1,1,1,0,0,0,1,1,1,1,740.914,7.305297767,21982.825,140.0641801,8.397944372,149.688,0,0,0,0.186461362,0.125808061,0,44.94,391.276
3982,202111,4,1,1,1,1,0,0,0,1,1,1,1,267.481,7.4110341,12300.741,78.37451297,1.81,241.669,0,0,0,0.16,0.04,0,18.52,260.35
3982,202011,4,1,1,1,1,0,0,0,0,1,0,0,272.5193239,7.493988095,6036,38.45854167,0.601261819,12.0376325,0,0,0,0.364056785,0.046150418,0,46.76,110.089
3982,202207,4,1,1,1,1,0,0,0,0,1,0,0,815.7520119,7.493988095,18068,115.1207639,1.799800951,36.03312526,0,0,0,1.089757785,0.13814542,0,26.882,183.68
3982,202006,5,1,1,1,1,0,0,0,0,1,1,1,679.129728,7.501333333,25855,106.6202778,1.596192,14.37888,0,0,0,0.596182,0.526614163,0,32.4,417.753
3982,202202,5,1,1,1,1,0,0,0,0,1,1,1,844.56822,7.092450591,27430,113.115228,2.961099541,19.672846,0,0,0,0.671447648,0.558693733,0,35.86,434.934
3982,202010,5,1,1,1,1,0,0,0,0,1,1,1,724.72164,7.422647207,24311,100.2531647,2.624399961,9.133532,0,0,0,0.595098935,0.495165999,0,65.5,581.918
3982,202209,5,1,1,1,1,0,0,0,0,1,1,1,539.650442,7.283666667,36474,150.4106753,3.937409575,15.272487,0,0,0,0.892831992,0.742901758,0,48.547,637.937
3982,202209,1,1,1,1,1,0,0,0,0,1,0,0,219.4433231,7.493988095,4860.4256,30.96833672,0.484159764,9.693177135,0,0,0,0.293152902,0.037162139,0,0,8.21
3982,202207,1,1,1,1,1,0,0,0,0,1,0,0,243.6946985,7.493988095,5397.5666,34.39074552,0.53766579,10.76440079,0,0,0,0.325550156,0.041269045,0,0,8.356
3982,202210,1,1,1,1,1,0,0,0,0,1,0,0,251.7424127,7.493988095,5575.81452,35.5264571,0.555421534,11.11988173,0,0,0,0.336301045,0.042631904,0,0,9.036
3982,202205,1,1,1,1,1,0,0,0,0,1,0,0,224.6280168,7.493988095,4975.2608,31.70001239,0.4955988,9.922193692,0,0,0,0.300079101,0.038040153,0,0,10.344
3982,202201,1,1,1,1,1,0,0,0,0,1,0,0,145.3240898,7.493988095,3218.766997,20.50846333,0.320629837,6.419207128,0,0,0,0.194137502,0.024610246,0,0,12.517
3982,202107,4,0,1,1,0,0,0,0,0,0,0,0,11.621735,7.493988095,2767.2082,17.63134391,0.275648879,5.518660599,0,0,0,0.166902074,0.034,0,0,2.5174
3982,202211,4,0,1,1,0,0,0,0,0,0,0,0,20.18151118,7.493988095,4379.4567,27.90383002,0.436249188,8.733977853,0,0,0,0.264143626,0.057982534,0,2.297,4.267
3982,202201,4,0,1,1,0,0,0,0,0,0,0,0,2.554,7.493988095,8117.5256,51.72103985,0.808608053,16.18883201,0,0,0,0.489602431,0.019,0,7.78,9.425
3982,202110,4,1,1,1,1,0,0,0,0,1,0,0,2239.885647,6.936,8289,52.81359375,0.302796,83.616213,0,0,0,0.573148,0.063376543,0,0,284.001
3982,202206,4,1,1,1,1,0,0,0,0,1,0,0,2055.037945,7.248,8173,52.07449653,0.243073066,17.550638,0,0,0,0.454579564,0.062489623,0,0,290.542
3982,202010,4,1,1,1,1,0,0,0,0,1,0,0,1856.447726,7.215903226,7892,50.28409722,0.234715849,42.054186,0,0,0,0.438950437,0.060341136,0,0,335.06
3982,202012,4,1,1,1,1,0,0,0,0,1,0,0,2321.286494,7.215903226,8957,57.06977431,0.266389998,50.541293,0,0,0,0.498185385,0.068483979,0,0,400.495
3982,202009,4,1,1,1,1,0,0,0,0,1,0,0,35647.06414,7.215903226,196546,1252.298299,5.845471531,920.839646,0,0,0,10.93182369,1.502763432,0,0,347.245
3982,202204,5,1,1,1,1,0,0,0,0,1,0,1,1241.86431,7.839333333,14728,93.83986111,6.099947378,146.259178,0,0,0,0.28345577,0.653266864,0,10.5,252.1973
3982,202208,5,1,1,1,1,0,0,0,0,1,0,1,8345.4706,7.779354839,52874,336.8881597,21.89900989,461.44735,0,0,0,1.017615453,2.345249332,0,33.9,2599.994
3982,202111,5,1,1,1,1,0,0,0,0,1,0,1,15126.8536,7.710166667,65222,415.5637847,11.86,711.101199,0,0,0,1.32,1.65,0,39.76,3123.6954
3982,202011,5,1,1,1,1,0,0,0,0,1,0,1,13307.9268,7.802903226,60475,385.3181424,25.0471427,926.27673,0,0,0,1.163904651,2.682395002,0,31.43,4421.4927
3982,202002,5,1,1,1,1,0,0,0,0,1,0,1,11694.875,7.802903226,48615.632,309.7558497,20.13530669,456.49079,0,0,0,0.935658705,2.156367562,0,28.91,5269.4704
3982,202008,5,1,1,1,1,0,0,0,0,1,0,1,13456.813,7.802903226,64898,413.4994097,26.87903211,1021.3805,0,0,0,1.249029914,2.878579096,0,19.952,6078.9159
3982,202208,4,1,1,1,1,0,0,0,0,1,1,1,6851.33484,7.769666667,21603,137.6441146,2.151931589,50.708065,0,0,0,1.302968642,0.165173539,0,0,216.144
3982,202008,4,1,1,1,1,0,0,0,0,1,1,1,581.5401776,7.769666667,1751,11.15654514,0.174421711,6.710371038,0,0,0,0.105610244,0.013387903,0,0,240.42
3982,202109,4,1,1,1,1,0,0,0,0,1,1,1,1893.915512,7.769666667,5795,36.92300347,0.577255176,26.270829,0,0,0,0.349521052,0.044307766,0,0,272.622
3982,202010,4,1,1,1,1,0,0,0,0,1,1,1,3215.5751,7.769666667,9682,61.68913194,0.964449458,37.10440456,0,0,0,0.583962524,0.074027228,0,0,313.98
3982,202205,4,1,1,1,1,0,0,0,0,1,1,1,3821.810767,7.769666667,12509,79.70144097,1.246054356,56.938637,0,0,0,0.754470895,0.095642078,0,0,343.189
3982,202112,4,1,1,1,1,0,0,0,0,1,1,1,4025.410377,7.769666667,12020,76.58576389,1.197343781,33.684977,0,0,0,0.724977229,0.091903251,0,0,326.785
3982,202010,3,1,1,1,1,0,0,0,0,1,1,0,469.796156,7.493988095,3004,19.14006944,0.299236333,21.68278529,0,0,0,0.181183993,0.022968167,0,8.34,91.673
3982,202107,3,1,1,1,1,0,0,0,0,1,1,0,554.7160338,7.493988095,3547,22.59980903,0.353325989,25.60214362,0,0,0,0.213934628,0.02711987,0,10.33,111.003
3982,202212,5,1,1,1,1,0,1,0,0,1,1,1,2582.177243,7.216129032,73373,467.4981076,7.308877308,39.520664,0,0,0,4.425437125,0.560999773,0,60.372,1323.854
3982,202206,5,1,1,1,1,0,1,0,0,1,1,1,1760.6512,7.4715,72137,459.6228993,7.185756101,32.279341,0,0,0,4.350888717,0.551549488,0,94.895,1517.515
3982,202002,5,1,1,1,1,0,1,0,0,1,1,1,1320.13961,7.4715,64800,412.875,6.454898254,46.922522,0,0,0,3.908363099,0.495451805,0,71,1589.283
3982,202110,5,1,1,1,1,0,1,0,0,1,1,1,1788.420255,7.652903226,66434,423.2860764,6.617665287,48.9001,0,0,0,4.006916576,0.507945142,0,72.455,1600.679
3982,202001,5,1,1,1,1,0,1,0,0,1,1,1,1451.89063,7.4715,73717,469.6899132,7.343144052,57.120125,0,0,0,4.446185225,0.563629949,0,86.92,1649.548
3982,202107,5,1,1,1,1,0,1,0,0,1,1,1,2230.67,7.306774194,76637,488.2947743,7.634012924,55.28,0,0,0,4.622302822,0.585955863,0,105.46,1961.418
3982,202202,4,1,1,1,1,0,0,0,0,1,1,1,203.215,7.493988095,1601.072,10.20127472,0.159486989,3.193027891,0,0,0,0.096567449,0.012241574,0,0,76.3875
3982,202212,4,1,1,1,1,0,0,0,0,1,1,1,32.665,7.493988095,832.286,5.302933368,0.082906195,1.659833169,0,0,0,0.050198702,0.006363543,0,0,138.025
3982,202203,4,1,1,1,1,0,0,0,0,1,1,1,351.499,7.493988095,3603.249,22.95820109,0.3589291,7.185981989,0,0,0,0.217327244,0.027549942,0,0,170.57
3982,202209,4,1,1,1,1,0,0,0,0,1,1,1,177.634,7.493988095,5181.488,33.01399472,0.516141633,10.33347388,0,0,0,0.312517539,0.039616938,0,0,183.02
